Latitude (decimal degrees):	60.169
Longitude (decimal degrees):	24.940
Elevation (m):	14
Radiation database:	PVGIS-SARAH3


Slope: 35 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1000.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230408:1111,692850.0,863.61,36.25,9.73,0.97,0.0
20230408:1211,705930.0,876.62,33.22,10.04,1.24,0.0
20230408:1311,573310.0,698.33,28.33,10.13,1.24,0.0
20230408:1411,379040.0,459.56,22.1,9.8,1.17,0.0
20230408:1511,130250.0,172.85,15.05,9.7,1.24,0.0
20230408:1611,32480.0,59.68,7.64,8.91,1.79,0.0
20230408:1711,0.0,0.0,0.0,7.51,2.55,0.0
20230408:1811,0.0,0.0,0.0,5.05,2.97,0.0
20230408:1911,0.0,0.0,0.0,3.8,3.03,0.0
20230408:2011,0.0,0.0,0.0,2.89,2.97,0.0
20230408:2111,0.0,0.0,0.0,2.35,2.83,0.0
20230408:2211,0.0,0.0,0.0,1.87,2.62,0.0
20230408:2311,0.0,0.0,0.0,1.28,2.55,0.0
20230409:0011,0.0,0.0,0.0,0.85,2.62,0.0
20230409:0111,0.0,0.0,0.0,0.55,2.62,0.0
20230409:0211,0.0,0.0,0.0,0.26,2.62,0.0
20230409:0311,0.0,0.0,0.0,0.0,2.62,0.0
20230409:0411,5470.0,15.76,5.23,-0.07,2.69,0.0
20230409:0511,123080.0,167.89,12.68,1.65,2.76,0.0
20230409:0611,336290.0,399.37,19.91,4.18,2.21,0.0
20230409:0711,438850.0,516.96,26.51,6.6,1.93,0.0
20230409:0811,528150.0,630.99,31.97,8.62,1.86,0.0
20230409:0911,585840.0,710.07,35.75,9.8,1.72,0.0
20230409:1011,718660.0,902.87,37.38,10.81,1.1,0.0
20230409:1111,681510.0,852.52,36.61,11.29,1.1,0.0
20230409:1211,589680.0,725.61,33.56,11.29,1.17,0.0
20230409:1311,549190.0,669.85,28.64,11.33,1.38,0.0
20230409:1411,413320.0,501.74,22.4,10.91,1.72,0.0
20230409:1511,195470.0,256.53,15.34,9.89,1.45,0.0
20230409:1611,36500.0,80.14,7.93,8.67,1.1,0.0
20230409:1711,0.0,0.0,0.0,6.37,1.66,0.0
20230409:1811,0.0,0.0,0.0,5.27,1.24,0.0
20230409:1911,0.0,0.0,0.0,5.17,0.83,0.0
20230409:2011,0.0,0.0,0.0,2.35,0.62,0.0
20230409:2111,0.0,0.0,0.0,1.47,1.1,0.0
20230409:2211,0.0,0.0,0.0,0.61,1.72,0.0
20230409:2311,0.0,0.0,0.0,0.0,2.07,0.0
20230410:0011,0.0,0.0,0.0,0.0,2.07,0.0
20230410:0111,0.0,0.0,0.0,-0.41,2.0,0.0
20230410:0211,0.0,0.0,0.0,-0.74,1.86,0.0
20230410:0311,0.0,0.0,0.0,-1.21,1.66,0.0
20230410:0411,8610.0,20.4,5.59,-1.08,1.72,0.0
20230410:0511,155210.0,213.18,13.04,0.64,1.66,0.0
20230410:0611,360790.0,430.01,20.27,3.43,1.1,0.0
20230410:0711,530330.0,635.39,26.87,6.12,0.76,0.0
20230410:0811,656220.0,808.69,32.34,8.15,0.69,0.0
20230410:0911,742050.0,939.43,36.13,9.43,0.62,0.0
20230410:1011,783550.0,995.47,37.75,10.55,1.1,0.0
20230410:1111,778900.0,983.98,36.97,10.96,1.38,0.0
20230410:1211,713610.0,891.25,33.9,11.33,1.38,0.0
20230410:1311,589610.0,720.99,28.96,11.46,1.59,0.0
20230410:1411,425990.0,517.77,22.7,10.94,1.66,0.0
20230410:1511,219390.0,288.55,15.63,10.53,1.52,0.0
20230410:1611,38490.0,84.26,8.21,9.67,1.38,0.0
20230410:1711,0.0,0.0,0.0,7.32,1.66,0.0
20230410:1811,0.0,0.0,0.0,4.36,2.14,0.0
20230410:1911,0.0,0.0,0.0,2.5,2.0,0.0
20230410:2011,0.0,0.0,0.0,2.39,1.52,0.0
20230410:2111,0.0,0.0,0.0,2.52,1.1,0.0
20230410:2211,0.0,0.0,0.0,3.0,1.86,0.0
20230410:2311,0.0,0.0,0.0,1.59,2.41,0.0
20230411:0011,0.0,0.0,0.0,0.65,1.93,0.0
20230411:0111,0.0,0.0,0.0,0.64,2.28,0.0
20230411:0211,0.0,0.0,0.0,0.63,2.55,0.0
20230411:0311,0.0,0.0,0.0,0.7,2.83,0.0
20230411:0411,780.0,7.42,5.94,1.1,3.17,0.0
20230411:0511,90550.0,122.87,13.39,2.51,3.24,0.0
20230411:0611,184310.0,224.7,20.63,5.23,3.17,0.0
20230411:0711,275450.0,327.0,27.24,7.32,3.17,0.0
20230411:0811,298160.0,355.03,32.71,9.03,3.52,0.0
20230411:0911,213650.0,261.56,36.5,10.2,3.66,0.0
20230411:1011,254890.0,309.0,38.12,10.86,3.86,0.0
20230411:1111,622330.0,747.93,37.32,11.38,3.59,0.0
20230411:1211,636680.0,764.96,34.23,11.31,3.52,0.0
20230411:1311,525590.0,626.08,29.27,11.4,3.66,0.0
20230411:1411,332230.0,400.23,22.99,11.29,3.38,0.0
20230411:1511,193270.0,252.47,15.92,11.02,3.24,0.0
20230411:1611,39170.0,75.48,8.5,10.13,3.24,0.0
20230411:1711,0.0,0.0,0.0,8.58,3.17,0.0
20230411:1811,0.0,0.0,0.0,6.7,3.1,0.0
20230411:1911,0.0,0.0,0.0,5.75,2.9,0.0
20230411:2011,0.0,0.0,0.0,5.2,2.21,0.0
20230411:2111,0.0,0.0,0.0,4.52,1.93,0.0
20230411:2211,0.0,0.0,0.0,4.24,1.45,0.0
20230411:2311,0.0,0.0,0.0,3.57,1.79,0.0
20230412:0011,0.0,0.0,0.0,3.08,2.07,0.0
20230412:0111,0.0,0.0,0.0,2.63,2.21,0.0
20230412:0211,0.0,0.0,0.0,2.22,2.21,0.0
20230412:0311,0.0,0.0,0.0,2.13,2.14,0.0
20230412:0411,7200.0,18.54,6.3,2.25,2.21,0.0
20230412:0511,120020.0,162.75,13.74,3.98,2.34,0.0
20230412:0611,279640.0,336.68,20.99,6.7,2.0,0.0
20230412:0711,485300.0,579.72,27.6,9.12,1.86,0.0
20230412:0811,307800.0,372.76,33.08,11.35,1.86,0.0
20230412:0911,382050.0,463.77,36.88,13.02,2.14,0.0
20230412:1011,727670.0,909.37,38.49,13.82,2.34,0.0
20230412:1111,743240.0,928.42,37.68,14.79,2.83,0.0
20230412:1211,672660.0,830.01,34.56,14.95,3.03,0.0
20230412:1311,553680.0,673.59,29.58,14.84,3.24,0.0
20230412:1411,372970.0,455.05,23.29,14.42,3.31,0.0
20230412:1511,154190.0,204.65,16.2,13.72,3.1,0.0
20230412:1611,26900.0,47.46,8.78,12.36,3.66,0.0
20230412:1711,0.0,0.0,0.0,10.47,3.93,0.0
20230412:1811,0.0,0.0,0.0,8.63,3.86,0.0
20230412:1911,0.0,0.0,0.0,7.8,4.0,0.0
20230412:2011,0.0,0.0,0.0,8.02,4.21,0.0
20230412:2111,0.0,0.0,0.0,7.76,4.76,0.0
20230412:2211,0.0,0.0,0.0,7.19,5.59,0.0
20230412:2311,0.0,0.0,0.0,6.61,5.52,0.0
20230413:0011,0.0,0.0,0.0,6.29,5.45,0.0
20230413:0111,0.0,0.0,0.0,6.19,5.72,0.0
20230413:0211,0.0,0.0,0.0,5.84,6.28,0.0
20230413:0311,0.0,0.0,0.0,5.25,6.69,0.0
20230413:0411,0.0,5.56,6.64,4.79,7.1,0.0
20230413:0511,19150.0,35.23,14.09,4.68,7.38,0.0
20230413:0611,74390.0,100.66,21.34,4.78,7.38,0.0
20230413:0711,265860.0,309.93,27.96,5.15,7.86,0.0
20230413:0811,330070.0,380.89,33.45,5.66,7.79,0.0
20230413:0911,257380.0,303.21,37.25,6.5,7.93,0.0
20230413:1011,268940.0,316.59,38.86,6.81,7.66,0.0
20230413:1111,381240.0,440.79,38.03,7.26,7.86,0.0
20230413:1211,349140.0,404.88,34.89,7.47,8.14,0.0
20230413:1311,290530.0,339.84,29.89,7.42,8.21,0.0
20230413:1411,123110.0,156.15,23.58,6.94,7.93,0.0
20230413:1511,84840.0,113.84,16.49,6.14,7.86,0.0
20230413:1611,22220.0,39.6,9.06,5.43,7.79,0.0
20230413:1711,0.0,0.87,1.7,4.61,7.72,0.0
20230413:1811,0.0,0.0,0.0,3.87,7.59,0.0
20230413:1911,0.0,0.0,0.0,3.36,7.45,0.0
20230413:2011,0.0,0.0,0.0,2.96,7.17,0.0
20230413:2111,0.0,0.0,0.0,2.62,6.97,0.0
20230413:2211,0.0,0.0,0.0,2.67,6.83,0.0
20230413:2311,0.0,0.0,0.0,2.5,6.69,0.0
20230414:0011,0.0,0.0,0.0,2.34,6.55,0.0
20230414:0111,0.0,0.0,0.0,1.99,6.48,0.0
20230414:0211,0.0,0.0,0.0,1.62,6.48,0.0
20230414:0311,0.0,0.0,0.0,1.26,6.55,0.0
20230414:0411,1220.0,8.34,6.99,1.21,6.69,0.0
20230414:0511,68820.0,94.37,14.44,1.76,6.28,0.0
20230414:0611,335000.0,386.97,21.69,2.52,6.76,0.0
20230414:0711,537390.0,605.4,28.32,3.16,7.31,0.0
20230414:0811,701420.0,795.57,33.81,3.94,7.24,0.0
20230414:0911,801810.0,920.06,37.61,4.72,7.17,0.0
20230414:1011,850900.0,986.87,39.22,5.33,6.69,0.0
20230414:1111,834110.0,967.73,38.38,5.96,6.83,0.0
20230414:1211,750860.0,865.98,35.22,6.44,6.97,0.0
20230414:1311,623880.0,715.38,30.2,6.62,6.97,0.0
20230414:1411,449300.0,520.32,23.87,6.55,6.62,0.0
20230414:1511,233270.0,294.71,16.77,6.16,6.41,0.0
20230414:1611,45330.0,91.34,9.34,5.54,6.28,0.0
20230414:1711,0.0,1.75,1.99,4.61,6.07,0.0
20230414:1811,0.0,0.0,0.0,3.63,5.86,0.0
20230414:1911,0.0,0.0,0.0,2.97,5.72,0.0
20230414:2011,0.0,0.0,0.0,2.49,5.52,0.0
20230414:2111,0.0,0.0,0.0,2.09,5.31,0.0
20230414:2211,0.0,0.0,0.0,1.95,5.17,0.0
20230414:2311,0.0,0.0,0.0,1.59,4.97,0.0
20230415:0011,0.0,0.0,0.0,1.23,4.76,0.0
20230415:0111,0.0,0.0,0.0,0.92,4.55,0.0
20230415:0211,0.0,0.0,0.0,0.57,4.41,0.0
20230415:0311,0.0,0.0,0.0,0.4,4.41,0.0
20230415:0411,18430.0,44.86,7.33,0.74,4.55,0.0
20230415:0511,176690.0,235.95,14.78,1.99,4.55,0.0
20230415:0611,361940.0,421.49,22.04,3.43,4.55,0.0
20230415:0711,509230.0,583.76,28.67,4.62,4.83,0.0
20230415:0811,546570.0,629.8,34.17,5.8,5.03,0.0
20230415:0911,572790.0,663.93,37.98,6.71,5.17,0.0
20230415:1011,707690.0,829.74,39.58,7.19,5.03,0.0
20230415:1111,774690.0,912.69,38.72,7.56,5.24,0.0
20230415:1211,719330.0,842.53,35.55,7.67,5.24,0.0
20230415:1311,581410.0,674.56,30.51,7.4,5.17,0.0
20230415:1411,419670.0,490.79,24.16,7.25,4.97,0.0
20230415:1511,235070.0,298.51,17.05,7.0,4.76,0.0
20230415:1611,47420.0,93.85,9.62,6.5,4.34,0.0
20230415:1711,0.0,1.75,2.27,5.44,4.21,0.0
20230415:1811,0.0,0.0,0.0,3.95,4.14,0.0
20230415:1911,0.0,0.0,0.0,2.91,3.93,0.0
20230415:2011,0.0,0.0,0.0,2.19,3.66,0.0
20230415:2111,0.0,0.0,0.0,1.5,3.31,0.0
20230415:2211,0.0,0.0,0.0,0.9,3.31,0.0
20230415:2311,0.0,0.0,0.0,0.25,3.1,0.0
20230416:0011,0.0,0.0,0.0,-0.29,2.97,0.0
20230416:0111,0.0,0.0,0.0,-0.59,3.1,0.0
20230416:0211,0.0,0.0,0.0,-0.91,3.24,0.0
20230416:0311,0.0,0.0,0.0,-1.18,3.24,0.0
20230416:0411,27820.0,51.11,7.67,-0.64,3.38,0.0
20230416:0511,177940.0,235.83,15.12,1.25,3.38,0.0
20230416:0611,393550.0,460.63,22.38,3.35,3.1,0.0
20230416:0711,565510.0,658.98,29.02,5.35,3.1,0.0
20230416:0811,698500.0,828.86,34.53,7.04,3.17,0.0
20230416:0911,782170.0,943.5,38.34,8.33,3.31,0.0
20230416:1011,819750.0,1002.82,39.94,9.34,3.1,0.0
20230416:1111,804450.0,983.52,39.07,9.91,3.17,0.0
20230416:1211,716990.0,869.42,35.87,10.28,2.97,0.0
20230416:1311,601200.0,719.82,30.81,10.11,2.9,0.0
20230416:1411,435970.0,522.42,24.45,10.13,2.9,0.0
20230416:1511,228110.0,294.67,17.32,9.54,2.48,0.0
20230416:1611,49340.0,96.03,9.89,8.81,1.93,0.0
20230416:1711,0.0,3.5,2.55,7.16,1.93,0.0
20230416:1811,0.0,0.0,0.0,4.29,2.76,0.0
20230416:1911,0.0,0.0,0.0,2.51,2.21,0.0
20230416:2011,0.0,0.0,0.0,1.09,2.0,0.0
20230416:2111,0.0,0.0,0.0,0.13,2.07,0.0
20230416:2211,0.0,0.0,0.0,-0.34,1.86,0.0
20230416:2311,0.0,0.0,0.0,-0.57,1.86,0.0
20230417:0011,0.0,0.0,0.0,-0.84,1.86,0.0
20230417:0111,0.0,0.0,0.0,-1.14,1.79,0.0
20230417:0211,0.0,0.0,0.0,-1.52,1.86,0.0
20230417:0311,0.0,0.0,0.0,-1.74,1.79,0.0
20230417:0411,29540.0,54.01,8.01,-0.77,2.21,0.0
20230417:0511,177290.0,234.65,15.45,1.71,2.21,0.0
20230417:0611,384090.0,457.24,22.72,4.98,1.59,0.0
20230417:0711,548810.0,660.99,29.37,7.82,1.1,0.0
20230417:0811,667130.0,829.01,34.88,10.05,0.9,0.0
20230417:0911,736310.0,942.1,38.7,11.41,0.62,0.0
20230417:1011,770990.0,1001.02,40.29,12.07,0.55,0.0
20230417:1111,766190.0,981.71,39.41,12.36,1.03,0.0
20230417:1211,693090.0,867.8,36.19,12.8,1.52,0.0
20230417:1311,588390.0,723.67,31.11,13.11,1.79,0.0
20230417:1411,427530.0,523.16,24.73,13.01,1.93,0.0
20230417:1511,226830.0,297.64,17.6,12.75,2.07,0.0
20230417:1611,49110.0,99.43,10.17,12.08,1.93,0.0
20230417:1711,520.0,7.0,2.83,10.3,2.14,0.0
20230417:1811,0.0,0.0,0.0,7.97,2.76,0.0
20230417:1911,0.0,0.0,0.0,6.3,2.97,0.0
20230417:2011,0.0,0.0,0.0,5.1,2.9,0.0
20230417:2111,0.0,0.0,0.0,4.31,2.83,0.0
20230417:2211,0.0,0.0,0.0,4.06,2.62,0.0
20230417:2311,0.0,0.0,0.0,3.5,2.76,0.0
20230418:0011,0.0,0.0,0.0,3.05,3.1,0.0
20230418:0111,0.0,0.0,0.0,2.72,3.45,0.0
20230418:0211,0.0,0.0,0.0,2.15,3.72,0.0
20230418:0311,0.0,0.0,0.0,1.72,3.93,0.0
20230418:0411,23390.0,54.55,8.34,1.81,4.07,0.0
20230418:0511,185020.0,244.93,15.79,3.13,4.07,0.0
20230418:0611,375670.0,439.41,23.05,4.52,4.14,0.0
20230418:0711,492420.0,571.05,29.71,6.28,4.14,0.0
20230418:0811,592540.0,695.91,35.23,8.19,4.14,0.0
20230418:0911,706810.0,843.68,39.05,9.55,4.21,0.0
20230418:1011,723180.0,876.69,40.64,11.04,3.66,0.0
20230418:1111,766870.0,938.64,39.75,11.98,3.59,0.0
20230418:1211,702730.0,853.57,36.51,12.66,3.79,0.0
20230418:1311,598010.0,718.1,31.41,12.81,4.07,0.0
20230418:1411,437000.0,526.35,25.02,12.66,4.0,0.0
20230418:1511,235020.0,305.94,17.87,12.4,3.66,0.0
20230418:1611,50340.0,103.01,10.44,11.7,3.66,0.0
20230418:1711,1290.0,8.74,3.11,10.64,4.14,0.0
20230418:1811,0.0,0.0,0.0,8.79,4.48,0.0
20230418:1911,0.0,0.0,0.0,7.09,4.41,0.0
20230418:2011,0.0,0.0,0.0,6.12,4.21,0.0
20230418:2111,0.0,0.0,0.0,5.42,4.21,0.0
20230418:2211,0.0,0.0,0.0,4.81,4.34,0.0
20230418:2311,0.0,0.0,0.0,4.23,4.28,0.0
20230419:0011,0.0,0.0,0.0,3.5,4.21,0.0
20230419:0111,0.0,0.0,0.0,2.94,4.14,0.0
20230419:0211,0.0,0.0,0.0,2.33,4.28,0.0
20230419:0311,0.0,0.0,0.0,2.04,4.28,0.0
20230419:0411,22930.0,57.34,8.67,2.57,4.28,0.0
20230419:0511,194390.0,258.06,16.12,4.24,4.07,0.0
20230419:0611,409960.0,482.74,23.39,6.08,4.07,0.0
20230419:0711,576030.0,675.4,30.05,7.85,3.93,0.0
20230419:0811,708420.0,845.05,35.58,9.25,3.86,0.0
20230419:0911,776460.0,939.58,39.41,10.42,3.93,0.0
20230419:1011,803550.0,991.41,40.99,11.14,3.03,0.0
20230419:1111,779660.0,966.22,40.08,11.74,2.69,0.0
20230419:1211,702070.0,865.32,36.83,12.11,2.34,0.0
20230419:1311,591540.0,722.28,31.7,12.33,2.07,0.0
20230419:1411,432990.0,530.33,25.3,12.54,1.59,0.0
20230419:1511,236520.0,311.19,18.15,12.66,1.17,0.0
20230419:1611,52090.0,104.89,10.71,12.15,0.62,0.0
20230419:1711,2140.0,10.49,3.38,11.72,0.07,0.0
20230419:1811,0.0,0.0,0.0,10.19,0.9,0.0
20230419:1911,0.0,0.0,0.0,6.2,1.72,0.0
20230419:2011,0.0,0.0,0.0,4.2,1.93,0.0
20230419:2111,0.0,0.0,0.0,3.66,2.0,0.0
20230419:2211,0.0,0.0,0.0,3.01,2.0,0.0
20230419:2311,0.0,0.0,0.0,2.55,2.28,0.0
20230420:0011,0.0,0.0,0.0,2.17,1.93,0.0
20230420:0111,0.0,0.0,0.0,1.77,1.59,0.0
20230420:0211,0.0,0.0,0.0,1.77,1.45,0.0
20230420:0311,0.0,0.87,1.77,2.53,1.72,0.0
20230420:0411,2120.0,10.2,9.0,3.26,2.21,0.0
20230420:0511,116920.0,153.84,16.44,5.14,2.34,0.0
20230420:0611,177240.0,219.15,23.72,7.69,2.28,0.0
20230420:0711,344860.0,413.18,30.38,9.94,2.07,0.0
20230420:0811,381820.0,458.68,35.93,11.34,2.48,0.0
20230420:0911,547080.0,662.41,39.75,12.5,2.83,0.0
20230420:1011,711950.0,878.44,41.34,13.25,2.97,0.0
20230420:1111,685470.0,841.89,40.41,13.68,3.24,0.0
20230420:1211,360560.0,437.36,37.14,14.3,3.52,0.0
20230420:1311,202030.0,252.94,32.0,14.52,3.59,0.0
20230420:1411,336900.0,412.15,25.58,14.88,3.45,0.0
20230420:1511,224170.0,295.06,18.42,14.94,3.45,0.0
20230420:1611,52290.0,105.1,10.98,14.59,3.17,0.0
20230420:1711,2570.0,11.37,3.66,13.13,3.24,0.0
20230420:1811,0.0,0.0,0.0,11.35,3.45,0.0
20230420:1911,0.0,0.0,0.0,9.74,3.59,0.0
20230420:2011,0.0,0.0,0.0,8.77,3.66,0.0
20230420:2111,0.0,0.0,0.0,7.97,3.59,0.0
20230420:2211,0.0,0.0,0.0,7.48,3.72,0.0
20230420:2311,0.0,0.0,0.0,6.69,3.52,0.0
20230421:0011,0.0,0.0,0.0,5.96,3.31,0.0
20230421:0111,0.0,0.0,0.0,5.23,3.17,0.0
20230421:0211,0.0,0.0,0.0,4.53,2.97,0.0
20230421:0311,0.0,0.87,2.1,4.09,2.76,0.0
20230421:0411,35450.0,65.45,9.32,4.21,2.76,0.0
20230421:0511,192200.0,256.3,16.76,6.0,2.55,0.0
20230421:0611,391230.0,470.86,24.04,8.71,2.21,0.0
20230421:0711,544360.0,660.1,30.72,11.51,1.93,0.0
20230421:0811,660320.0,818.78,36.27,13.57,2.0,0.0
20230421:0911,734200.0,920.76,40.1,14.99,2.55,0.0
20230421:1011,771530.0,971.69,41.68,15.35,2.83,0.0
20230421:1111,617880.0,762.62,40.74,15.63,3.1,0.0
20230421:1211,444190.0,543.39,37.45,16.19,3.17,0.0
20230421:1311,301770.0,371.65,32.29,16.13,3.1,0.0
20230421:1411,144250.0,188.13,25.85,16.22,2.83,0.0
20230421:1511,188430.0,249.25,18.68,16.17,2.55,0.0
20230421:1611,53590.0,106.79,11.24,15.6,2.21,0.0
20230421:1711,3480.0,13.12,3.93,14.43,2.9,0.0
20230421:1811,0.0,0.0,0.0,12.24,2.9,0.0
20230421:1911,0.0,0.0,0.0,10.46,2.76,0.0
20230421:2011,0.0,0.0,0.0,8.73,2.62,0.0
20230421:2111,0.0,0.0,0.0,7.85,2.48,0.0
20230421:2211,0.0,0.0,0.0,6.7,2.48,0.0
20230421:2311,0.0,0.0,0.0,5.53,2.07,0.0
20230422:0011,0.0,0.0,0.0,4.82,1.79,0.0
20230422:0111,0.0,0.0,0.0,3.94,1.72,0.0
20230422:0211,0.0,0.0,0.0,3.16,1.59,0.0
20230422:0311,0.0,0.87,2.42,2.74,1.79,0.0
20230422:0411,29170.0,67.13,9.64,3.53,2.41,0.0
20230422:0511,198100.0,263.82,17.08,6.32,2.28,0.0
20230422:0611,398970.0,482.36,24.36,9.17,1.86,0.0
20230422:0711,554200.0,674.11,31.04,11.6,1.79,0.0
20230422:0811,675900.0,835.96,36.6,13.21,2.21,0.0
20230422:0911,754500.0,939.74,40.44,14.22,2.97,0.0
20230422:1011,799200.0,996.55,42.02,14.85,3.66,0.0
20230422:1111,789390.0,982.38,41.07,15.61,4.0,0.0
20230422:1211,713850.0,879.93,37.76,16.03,4.14,0.0
20230422:1311,598440.0,730.55,32.58,16.27,4.14,0.0
20230422:1411,434250.0,530.84,26.13,16.04,4.14,0.0
20230422:1511,241620.0,317.7,18.95,15.51,4.0,0.0
20230422:1611,55970.0,109.09,11.51,14.26,4.28,0.0
20230422:1711,4530.0,14.87,4.2,12.71,4.48,0.0
20230422:1811,0.0,0.0,0.0,10.99,4.34,0.0
20230422:1911,0.0,0.0,0.0,9.23,3.93,0.0
20230422:2011,0.0,0.0,0.0,7.94,3.59,0.0
20230422:2111,0.0,0.0,0.0,6.7,3.31,0.0
20230422:2211,0.0,0.0,0.0,5.77,3.17,0.0
20230422:2311,0.0,0.0,0.0,4.91,2.69,0.0
20230423:0011,0.0,0.0,0.0,3.96,2.41,0.0
20230423:0111,0.0,0.0,0.0,3.21,2.34,0.0
20230423:0211,0.0,0.0,0.0,2.52,2.21,0.0
20230423:0311,0.0,1.75,2.73,2.09,2.07,0.0
20230423:0411,32960.0,69.98,9.95,3.28,2.28,0.0
20230423:0511,202440.0,268.2,17.39,5.64,2.0,0.0
20230423:0611,384260.0,460.54,24.68,8.05,2.21,0.0
20230423:0711,565410.0,675.01,31.37,9.75,2.76,0.0
20230423:0811,689490.0,833.77,36.93,11.08,3.24,0.0
20230423:0911,775100.0,949.55,40.78,12.1,3.59,0.0
20230423:1011,814250.0,1006.13,42.35,13.1,3.79,0.0
20230423:1111,800660.0,991.56,41.39,13.79,3.72,0.0
20230423:1211,725070.0,894.37,38.06,14.35,3.38,0.0
20230423:1311,602110.0,736.86,32.86,14.91,3.1,0.0
20230423:1411,443890.0,543.89,26.4,14.79,2.83,0.0
20230423:1511,243840.0,320.51,19.21,14.42,2.34,0.0
20230423:1611,57360.0,112.2,11.77,13.48,2.07,0.0
20230423:1711,5600.0,16.61,4.47,11.89,2.07,0.0
20230423:1811,0.0,0.0,0.0,9.6,2.28,0.0
20230423:1911,0.0,0.0,0.0,8.4,2.83,0.0
20230423:2011,0.0,0.0,0.0,7.96,3.72,0.0
20230423:2111,0.0,0.0,0.0,7.86,4.48,0.0
20230423:2211,0.0,0.0,0.0,8.19,5.03,0.0
20230423:2311,0.0,0.0,0.0,8.67,5.24,0.0
20230424:0011,0.0,0.0,0.0,9.05,5.59,0.0
20230424:0111,0.0,0.0,0.0,9.46,6.07,0.0
20230424:0211,0.0,0.0,0.0,9.79,6.14,0.0
20230424:0311,0.0,1.75,3.05,9.75,6.07,0.0
20230424:0411,2030.0,10.2,10.26,9.44,6.0,0.0
20230424:0511,22260.0,39.87,17.7,8.87,5.38,0.0
20230424:0611,219570.0,265.56,24.99,8.27,5.52,0.0
20230424:0711,418340.0,488.13,31.69,8.62,5.45,0.0
20230424:0811,493510.0,579.06,37.26,9.94,5.31,0.0
20230424:0911,562020.0,664.28,41.11,10.91,5.31,0.0
20230424:1011,644370.0,774.92,42.69,11.9,4.21,0.0
20230424:1111,685120.0,827.48,41.71,12.36,4.28,0.0
20230424:1211,631980.0,758.94,38.36,12.5,4.34,0.0
20230424:1311,529730.0,631.79,33.15,12.62,4.48,0.0
20230424:1411,329820.0,396.82,26.67,11.8,4.14,0.0
20230424:1511,247760.0,319.0,19.48,11.09,3.45,0.0
20230424:1611,59520.0,113.64,12.03,10.44,2.76,0.0
20230424:1711,9070.0,21.86,4.73,9.48,2.28,0.0
20230424:1811,0.0,0.0,0.0,7.93,1.59,0.0
20230424:1911,0.0,0.0,0.0,6.64,1.66,0.0
20230424:2011,0.0,0.0,0.0,6.29,1.1,0.0
20230424:2111,0.0,0.0,0.0,6.72,1.17,0.0
20230424:2211,0.0,0.0,0.0,5.33,0.97,0.0
20230424:2311,0.0,0.0,0.0,5.12,1.66,0.0
20230425:0011,0.0,0.0,0.0,4.89,1.86,0.0
20230425:0111,0.0,0.0,0.0,5.41,2.41,0.0
20230425:0211,0.0,0.0,0.0,5.66,3.1,0.0
20230425:0311,0.0,1.75,3.36,5.74,3.59,0.0
20230425:0411,2560.0,11.13,10.57,6.5,3.86,0.0
20230425:0511,23860.0,41.72,18.01,7.42,3.52,0.0
20230425:0611,186550.0,230.02,25.3,8.71,3.17,0.0
20230425:0711,379870.0,452.89,32.0,10.16,2.76,0.0
20230425:0811,646900.0,784.98,37.59,11.56,2.76,0.0
20230425:0911,271660.0,332.26,41.44,12.79,3.03,0.0
20230425:1011,546080.0,663.89,43.02,14.3,3.52,0.0
20230425:1111,475520.0,578.98,42.03,15.9,4.0,0.0
20230425:1211,383620.0,468.59,38.66,16.79,4.28,0.0
20230425:1311,425350.0,520.4,33.43,17.62,4.14,0.0
20230425:1411,118200.0,158.04,26.93,17.19,3.79,0.0
20230425:1511,43690.0,68.61,19.74,16.59,2.9,0.0
20230425:1611,59870.0,95.05,12.29,15.35,2.55,0.0
20230425:1711,5520.0,16.61,5.0,14.1,2.55,0.0
20230425:1811,0.0,0.0,0.0,12.48,2.41,0.0
20230425:1911,0.0,0.0,0.0,11.21,2.41,0.0
20230425:2011,0.0,0.0,0.0,10.79,2.83,0.0
20230425:2111,0.0,0.0,0.0,10.0,3.17,0.0
20230425:2211,0.0,0.0,0.0,9.23,3.93,0.0
20230425:2311,0.0,0.0,0.0,8.89,3.79,0.0
20230426:0011,0.0,0.0,0.0,8.46,3.52,0.0
20230426:0111,0.0,0.0,0.0,7.32,3.1,0.0
20230426:0211,0.0,0.0,0.0,6.37,2.69,0.0
20230426:0311,0.0,2.62,3.66,5.87,2.28,0.0
20230426:0411,2560.0,11.13,10.87,6.39,2.28,0.0
20230426:0511,123210.0,161.56,18.31,7.77,2.14,0.0
20230426:0611,142640.0,180.66,25.6,8.75,2.41,0.0
20230426:0711,298360.0,357.26,32.31,9.42,2.76,0.0
20230426:0811,350130.0,418.57,37.91,10.32,2.97,0.0
20230426:0911,666240.0,807.1,41.77,10.94,3.03,0.0
20230426:1011,409990.0,490.88,43.34,10.79,2.9,0.0
20230426:1111,751060.0,919.4,42.34,11.51,3.17,0.0
20230426:1211,551350.0,663.52,38.96,11.63,2.97,0.0
20230426:1311,331570.0,399.58,33.7,11.79,2.83,0.0
20230426:1411,135260.0,174.22,27.2,11.82,3.1,0.0
20230426:1511,61220.0,88.08,19.99,11.08,3.45,0.0
20230426:1611,39590.0,62.3,12.55,9.99,3.66,0.0
